MACAddress,phoneDN,modelNumber,versionID,hardwareRevision,serialNumber,DHCPEnabled,DHCPServer,IPAddress,SubNetMask,DefaultRouter,DNSServer1,DNSServer2,DNSServer3,DomainName,AltTFTP,TFTPServer1TFTPServer2,CallManager1,CallManager2,CallManager3,CallManager4,CallManager5VLANId,AdminVLANId,CDPNeighborDeviceId,CDPNeighborIP,CDPNeighborPort,LLDPNeighborDeviceId,LLDPNeighborIP,LLDPNeighborPort,PortSpeed
B07D47D36ADC,1015972669,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1925978A,Yes,10.202.3.17,10.208.76.99,255.255.255.0,10.208.76.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM711-A01-AS01-SW.net.svm.com,10.207.76.4,GigabitEthernet4/0/7,,,,"Full, 1000"
B07D47D36360,1015971795,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH192596E4,Yes,10.202.3.17,10.208.78.161,255.255.255.0,10.208.78.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-A01-AS01-N.net.svm.com,10.207.78.4,GigabitEthernet4/0/22,,,,"Full, 1000"
B07D47D36AD4,1015977581,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19259786,Yes,10.202.3.17,10.208.78.169,255.255.255.0,10.208.78.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-A01-AS01-N.net.svm.com,10.207.78.4,GigabitEthernet2/0/42,,,,"Full, 1000"
B07D47D37054,1015974301,CP-8851,sip88xx.11-0-1-11,V01,FCH192597UW,Yes,10.202.3.17,10.208.78.229,255.255.255.0,10.208.78.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-A01-AS01-N.net.svm.com,10.207.78.4,GigabitEthernet4/0/14,,,,"Full, 1000"
B07D47D3E480,1015971190,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1927887K,Yes,10.202.3.17,10.208.78.202,255.255.255.0,10.208.78.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-A01-AS01-N.net.svm.com,10.207.78.4,GigabitEthernet4/0/19,,,,"Full, 1000"
B07D47D2B2B0,1015973275,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1924912H,Yes,10.202.3.17,10.208.80.213,255.255.255.0,10.208.80.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM723-A01-AS01-SE.net.svm.com,10.207.80.4,GigabitEthernet2/0/36,,,,"Full, 1000"
B07D47D36542,1015978305,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH192596M7,Yes,10.202.3.17,10.208.80.14,255.255.255.0,10.208.80.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM723-A01-AS01-SE.net.svm.com,10.207.80.4,GigabitEthernet4/0/3,,,,"Full, 1000"
5006AB09889C,1015972019,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19479V95,Yes,10.202.3.17,10.208.78.209,255.255.255.0,10.208.78.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-A01-AS01-N.net.svm.com,10.207.78.4,GigabitEthernet3/0/24,,,,"Full, 1000"
B07D47D3885C,1015977059,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19259TSG,Yes,10.202.3.17,10.208.80.102,255.255.255.0,10.208.80.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM723-A01-AS01-SE.net.svm.com,10.207.80.4,GigabitEthernet4/0/5,,,,"Full, 1000"
B07D47D2B31A,1015978804,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19249142,Yes,10.202.3.17,10.208.78.111,255.255.255.0,10.208.78.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-A01-AS01-N.net.svm.com,10.207.78.4,GigabitEthernet3/0/11,,,,"Full, 1000"
B07D47D2AA28,1015978207,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH1924904D,Yes,10.202.3.17,10.208.80.140,255.255.255.0,10.208.80.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM723-A01-AS01-SE.net.svm.com,10.207.80.4,GigabitEthernet3/0/24,,,,"Full, 1000"
B07D47D2AB74,1015974302,CP-8851,sip88xx.12-1-1SR1-4,V01,FCH19249099,Yes,10.202.3.17,10.208.79.25,255.255.255.0,10.208.79.1,10.202.3.17,10.119.3.17,,biz.es.svm.com,No,,abscuccmsub01.voice.es.svm.com  Active,abscuccmsub02.voice.es.svm.com  Standby,bbscuccmsub03.voice.es.svm.com,,,,MEM712-B01-AS02-N.net.svm.com,10.207.79.4,GigabitEthernet1/0/13,,,,"Full, 1000"
